"","Row","Col","Sample","Plate"
"1382","E","5","E1531","E1495-E1590"
"1383","F","5","E1532","E1495-E1590"
"1384","G","5","E1533","E1495-E1590"
"1385","H","5","E1534","E1495-E1590"
"1386","A","6","E1535","E1495-E1590"
"1387","B","6","E1536","E1495-E1590"
"1388","C","6","E1537","E1495-E1590"
"1389","D","6","E1538","E1495-E1590"
"1390","E","6","E1539","E1495-E1590"
"1391","F","6","E1540","E1495-E1590"
"1392","G","6","E1541","E1495-E1590"
"1393","H","6","E1542","E1495-E1590"
"1394","A","7","E1543","E1495-E1590"
"1395","B","7","E1544","E1495-E1590"
"1396","C","7","E1545","E1495-E1590"
"1397","D","7","E1546","E1495-E1590"
"1398","E","7","E1547","E1495-E1590"
"1399","F","7","E1548","E1495-E1590"
"1400","G","7","E1549","E1495-E1590"
"1401","H","7","E1550","E1495-E1590"
"1402","A","8","E1551","E1495-E1590"
"1403","B","8","E1552","E1495-E1590"
"1404","C","8","E1553","E1495-E1590"
"1405","D","8","E1554","E1495-E1590"
"1406","E","8","E1555","E1495-E1590"
"1407","F","8","E1556","E1495-E1590"
"1408","G","8","E1557","E1495-E1590"
"1409","H","8","E1558","E1495-E1590"
"1410","A","9","E1559","E1495-E1590"
"1411","B","9","E1560","E1495-E1590"
"1412","C","9","E1561","E1495-E1590"
"1413","D","9","E1562","E1495-E1590"
"1414","E","9","E1563","E1495-E1590"
"1415","F","9","E1564","E1495-E1590"
"1416","G","9","E1565","E1495-E1590"
"1417","H","9","E1566","E1495-E1590"
"1418","A","10","E1567","E1495-E1590"
"1419","B","10","E1568","E1495-E1590"
"1420","C","10","E1569","E1495-E1590"
"1421","D","10","E1570","E1495-E1590"
"1422","E","10","E1571","E1495-E1590"
"1423","F","10","E1572","E1495-E1590"
"1424","G","10","E1573","E1495-E1590"
"1425","H","10","E1574","E1495-E1590"
"1426","A","11","E1575","E1495-E1590"
"1427","B","11","E1576","E1495-E1590"
"1428","C","11","E1577","E1495-E1590"
"1429","D","11","E1578","E1495-E1590"
"1430","E","11","E1579","E1495-E1590"
"1431","F","11","E1580","E1495-E1590"
"1432","G","11","E1581","E1495-E1590"
"1433","H","11","E1582","E1495-E1590"
"1434","A","12","E1583","E1495-E1590"
"1435","B","12","E1584","E1495-E1590"
"1436","C","12","E1585","E1495-E1590"
"1437","D","12","E1586","E1495-E1590"
"1438","E","12","E1587","E1495-E1590"
"1439","F","12","E1588","E1495-E1590"
"1440","G","12","E1589","E1495-E1590"
"1441","H","12","E1590","E1495-E1590"
"1443","A","1","E1591","E1591-E1686"
"1444","B","1","E1592","E1591-E1686"
"1445","C","1","E1593","E1591-E1686"
"1446","D","1","E1594","E1591-E1686"
"1447","E","1","E1595","E1591-E1686"
"1448","F","1","E1596","E1591-E1686"
"1449","G","1","E1597","E1591-E1686"
"1451","A","2","E1599","E1591-E1686"
"1452","B","2","E1600","E1591-E1686"
"1453","C","2","E1601","E1591-E1686"
"1454","D","2","E1602","E1591-E1686"
"1455","E","2","E1603","E1591-E1686"
"1456","F","2","E1604","E1591-E1686"
"1457","G","2","E1605","E1591-E1686"
"1459","A","3","E1607","E1591-E1686"
"1460","B","3","E1608","E1591-E1686"
"1461","C","3","E1609","E1591-E1686"
"1462","D","3","E1610","E1591-E1686"
"1463","E","3","E1611","E1591-E1686"
"1464","F","3","E1612","E1591-E1686"
"1465","G","3","E1613","E1591-E1686"
"1467","A","4","E1615","E1591-E1686"
"1468","B","4","E1616","E1591-E1686"
"1469","C","4","E1617","E1591-E1686"
"1470","D","4","E1618","E1591-E1686"
"1471","E","4","E1619","E1591-E1686"
"1472","F","4","E1620","E1591-E1686"
"1473","G","4","E1621","E1591-E1686"
"1475","A","5","E1623","E1591-E1686"
"1476","B","5","E1624","E1591-E1686"
"1477","C","5","E1625","E1591-E1686"
"1478","D","5","E1626","E1591-E1686"
"1479","E","5","E1627","E1591-E1686"
"1480","F","5","E1628","E1591-E1686"
"1481","G","5","E1629","E1591-E1686"
"1483","A","6","E1631","E1591-E1686"
"1484","B","6","E1632","E1591-E1686"
"1485","C","6","E1633","E1591-E1686"
"1486","D","6","E1634","E1591-E1686"
"1487","E","6","E1635","E1591-E1686"
"1488","F","6","E1636","E1591-E1686"
"1489","G","6","E1637","E1591-E1686"
"1491","A","7","E1639","E1591-E1686"
"1492","B","7","E1640","E1591-E1686"
"1493","C","7","E1641","E1591-E1686"
"1494","D","7","E1642","E1591-E1686"
"1495","E","7","E1643","E1591-E1686"
"1496","F","7","E1644","E1591-E1686"
"1497","G","7","E1645","E1591-E1686"
"1499","A","8","E1647","E1591-E1686"
"1500","B","8","E1648","E1591-E1686"
"1501","C","8","E1649","E1591-E1686"
"1502","D","8","E1650","E1591-E1686"
"1503","E","8","E1651","E1591-E1686"
"1504","F","8","E1652","E1591-E1686"
"1505","G","8","E1653","E1591-E1686"
"1507","A","9","E1655","E1591-E1686"
"1508","B","9","E1656","E1591-E1686"
"1509","C","9","E1657","E1591-E1686"
"1510","D","9","E1658","E1591-E1686"
"1511","E","9","E1659","E1591-E1686"
"1512","F","9","E1660","E1591-E1686"
"1513","G","9","E1661","E1591-E1686"
"1515","A","10","E1663","E1591-E1686"
"1516","B","10","E1664","E1591-E1686"
"1517","C","10","E1665","E1591-E1686"
"1518","D","10","E1666","E1591-E1686"
"1519","E","10","E1667","E1591-E1686"
"1520","F","10","E1668","E1591-E1686"
"1521","G","10","E1669","E1591-E1686"
"1523","A","11","E1671","E1591-E1686"
"1524","B","11","E1672","E1591-E1686"
"1525","C","11","E1673","E1591-E1686"
"1526","D","11","E1674","E1591-E1686"
"1527","E","11","E1675","E1591-E1686"
"1528","F","11","E1676","E1591-E1686"
"1529","G","11","E1677","E1591-E1686"
"1531","A","12","E1679","E1591-E1686"
"1532","B","12","E1680","E1591-E1686"
"1533","C","12","E1681","E1591-E1686"
"1534","D","12","E1682","E1591-E1686"
"1535","E","12","E1683","E1591-E1686"
"1536","F","12","E1684","E1591-E1686"
"1537","G","12","E1685","E1591-E1686"
"1538","A","1","E1687","E1687-E1782"
"1539","B","1","E1688","E1687-E1782"
"1540","C","1","E1689","E1687-E1782"
"1541","D","1","E1690","E1687-E1782"
"1542","E","1","E1691","E1687-E1782"
"1543","F","1","E1692","E1687-E1782"
"1544","G","1","E1693","E1687-E1782"
"1545","H","1","E1694","E1687-E1782"
"1546","A","2","E1695","E1687-E1782"
"1547","B","2","E1696","E1687-E1782"
"1548","C","2","E1697","E1687-E1782"
"1549","D","2","E1698","E1687-E1782"
"1550","E","2","E1699","E1687-E1782"
"1551","F","2","E1700","E1687-E1782"
"1552","G","2","E1701","E1687-E1782"
"1553","H","2","E1702","E1687-E1782"
"1554","A","3","E1703","E1687-E1782"
"1555","B","3","E1704","E1687-E1782"
"1556","C","3","E1705","E1687-E1782"
"1557","D","3","E1706","E1687-E1782"
"1558","E","3","E1707","E1687-E1782"
"1559","F","3","E1708","E1687-E1782"
"1560","G","3","E1709","E1687-E1782"
"1561","H","3","E1710","E1687-E1782"
"1562","A","4","E1711","E1687-E1782"
"1563","B","4","E1712","E1687-E1782"
"1564","C","4","E1713","E1687-E1782"
"1565","D","4","E1714","E1687-E1782"
"1566","E","4","E1715","E1687-E1782"
"1567","F","4","E1716","E1687-E1782"
"1568","G","4","E1717","E1687-E1782"
"1569","H","4","E1718","E1687-E1782"
"1570","A","5","E1719","E1687-E1782"
"1571","B","5","E1720","E1687-E1782"
"1572","C","5","E1721","E1687-E1782"
"1573","D","5","E1722","E1687-E1782"
"1574","E","5","E1723","E1687-E1782"
"1575","F","5","E1724","E1687-E1782"
"1576","G","5","E1725","E1687-E1782"
"1577","H","5","E1726","E1687-E1782"
"1578","A","6","E1727","E1687-E1782"
"1579","B","6","E1728","E1687-E1782"
"1580","C","6","E1729","E1687-E1782"
"1581","D","6","E1730","E1687-E1782"
"1582","E","6","E1731","E1687-E1782"
"1583","F","6","E1732","E1687-E1782"
"1584","G","6","E1733","E1687-E1782"
"1585","H","6","E1734","E1687-E1782"
"1586","A","7","E1735","E1687-E1782"
"1587","B","7","E1736","E1687-E1782"
"1588","C","7","E1737","E1687-E1782"
"1589","D","7","E1738","E1687-E1782"
"1590","E","7","E1739","E1687-E1782"
"1591","F","7","E1740","E1687-E1782"
"1592","G","7","E1741","E1687-E1782"
"1593","H","7","E1742","E1687-E1782"
"1594","A","8","E1743","E1687-E1782"
"1595","B","8","E1744","E1687-E1782"
"1596","C","8","E1745","E1687-E1782"
"1597","D","8","E1746","E1687-E1782"
"1598","E","8","E1747","E1687-E1782"
"1599","F","8","E1748","E1687-E1782"
"1600","G","8","E1749","E1687-E1782"
"1601","H","8","E1750","E1687-E1782"
"1602","A","9","E1751","E1687-E1782"
"1603","B","9","E1752","E1687-E1782"
"1604","C","9","E1753","E1687-E1782"
"1605","D","9","E1754","E1687-E1782"
"1606","E","9","E1755","E1687-E1782"
"1607","F","9","E1756","E1687-E1782"
"1608","G","9","E1757","E1687-E1782"
"1609","H","9","E1758","E1687-E1782"
"1610","A","10","E1759","E1687-E1782"
"1611","B","10","E1760","E1687-E1782"
"1612","C","10","E1761","E1687-E1782"
"1613","D","10","E1762","E1687-E1782"
"1614","E","10","E1763","E1687-E1782"
"1615","F","10","E1764","E1687-E1782"
"1616","G","10","E1765","E1687-E1782"
"1617","H","10","E1766","E1687-E1782"
"1618","A","11","E1767","E1687-E1782"
"1619","B","11","E1768","E1687-E1782"
"1620","C","11","E1769","E1687-E1782"
"1621","D","11","E1770","E1687-E1782"
"1622","E","11","E1771","E1687-E1782"
"1623","F","11","E1772","E1687-E1782"
"1624","G","11","E1773","E1687-E1782"
"1625","H","11","E1774","E1687-E1782"
"1626","A","12","E1775","E1687-E1782"
"1627","B","12","E1776","E1687-E1782"
"1628","C","12","E1777","E1687-E1782"
"1629","D","12","E1778","E1687-E1782"
"1630","E","12","E1779","E1687-E1782"
"1631","F","12","E1780","E1687-E1782"
"1632","G","12","E1781","E1687-E1782"
"1633","H","12","E1782","E1687-E1782"
"1634","A","1","E1783","E1783-E1878"
"1635","B","1","E1784","E1783-E1878"
"1636","C","1","E1785","E1783-E1878"
"1637","D","1","E1786","E1783-E1878"
"1638","E","1","E1787","E1783-E1878"
"1639","F","1","E1788","E1783-E1878"
"1640","G","1","E1789","E1783-E1878"
"1641","H","1","E1790","E1783-E1878"
"1642","A","2","E1791","E1783-E1878"
"1643","B","2","E1792","E1783-E1878"
"1644","C","2","E1793","E1783-E1878"
"1645","D","2","E1794","E1783-E1878"
"1646","E","2","E1795","E1783-E1878"
"1647","F","2","E1796","E1783-E1878"
"1648","G","2","E1797","E1783-E1878"
"1649","H","2","E1798","E1783-E1878"
"1650","A","3","E1799","E1783-E1878"
"1651","B","3","E1800","E1783-E1878"
"1652","C","3","E1801","E1783-E1878"
"1653","D","3","E1802","E1783-E1878"
"1654","E","3","E1803","E1783-E1878"
"1655","F","3","E1804","E1783-E1878"
"1656","G","3","E1805","E1783-E1878"
"1657","H","3","E1806","E1783-E1878"
"1658","A","4","E1807","E1783-E1878"
"1659","B","4","E1808","E1783-E1878"
"1660","C","4","E1809","E1783-E1878"
"1661","D","4","E1810","E1783-E1878"
"1662","E","4","E1811","E1783-E1878"
"1663","F","4","E1812","E1783-E1878"
"1664","G","4","E1813","E1783-E1878"
"1665","H","4","E1814","E1783-E1878"
"1666","A","5","E1815","E1783-E1878"
"1667","B","5","E1816","E1783-E1878"
"1668","C","5","E1817","E1783-E1878"
"1669","D","5","E1818","E1783-E1878"
"1670","E","5","E1819","E1783-E1878"
"1671","F","5","E1820","E1783-E1878"
"1672","G","5","E1821","E1783-E1878"
"1673","H","5","E1822","E1783-E1878"
"1674","A","6","E1823","E1783-E1878"
"1675","B","6","E1824","E1783-E1878"
"1676","C","6","E1825","E1783-E1878"
"1677","D","6","E1826","E1783-E1878"
"1678","E","6","E1827","E1783-E1878"
"1679","F","6","E1828","E1783-E1878"
"1680","G","6","E1829","E1783-E1878"
"1681","H","6","E1830","E1783-E1878"
"1682","A","7","E1831","E1783-E1878"
"1683","B","7","E1832","E1783-E1878"
"1684","C","7","E1833","E1783-E1878"
"1685","D","7","E1834","E1783-E1878"
"1686","E","7","E1835","E1783-E1878"
"1687","F","7","E1836","E1783-E1878"
"1688","G","7","E1837","E1783-E1878"
"1689","H","7","E1838","E1783-E1878"
"1690","A","8","E1839","E1783-E1878"
"1691","B","8","E1840","E1783-E1878"
"1692","C","8","E1841","E1783-E1878"
"1693","D","8","E1842","E1783-E1878"
"1694","E","8","E1843","E1783-E1878"
"1695","F","8","E1844","E1783-E1878"
"1696","G","8","E1845","E1783-E1878"
"1697","H","8","E1846","E1783-E1878"
"1698","A","9","E1847","E1783-E1878"
"1699","B","9","E1848","E1783-E1878"
"1700","C","9","E1849","E1783-E1878"
"1701","D","9","E1850","E1783-E1878"
"1702","E","9","E1851","E1783-E1878"
"1703","F","9","E1852","E1783-E1878"
"1704","G","9","E1853","E1783-E1878"
"1705","H","9","E1854","E1783-E1878"
"1706","A","10","E1855","E1783-E1878"
"1707","B","10","E1856","E1783-E1878"
"1708","C","10","E1857","E1783-E1878"
"1709","D","10","E1858","E1783-E1878"
"1710","E","10","E1859","E1783-E1878"
"1711","F","10","E1860","E1783-E1878"
"1712","G","10","E1861","E1783-E1878"
"1713","H","10","E1862","E1783-E1878"
"1714","A","11","E1863","E1783-E1878"
"1715","B","11","E1864","E1783-E1878"
"1716","C","11","E1865","E1783-E1878"
"1717","D","11","E1866","E1783-E1878"
"1718","E","11","E1867","E1783-E1878"
"1719","F","11","E1868","E1783-E1878"
"1720","G","11","E1869","E1783-E1878"
"1721","H","11","E1870","E1783-E1878"
"1722","A","12","E1871","E1783-E1878"
"1723","B","12","E1872","E1783-E1878"
"1724","C","12","E1873","E1783-E1878"
"1725","D","12","E1874","E1783-E1878"
"1726","E","12","E1875","E1783-E1878"
"1727","F","12","E1876","E1783-E1878"
"1728","G","12","E1877","E1783-E1878"
"1729","H","12","E1878","E1783-E1878"
"1730","A","1","E1879","E1879-E1961"
"1731","B","1","E1880","E1879-E1961"
"1732","C","1","E1881","E1879-E1961"
"1733","D","1","E1882","E1879-E1961"
"1734","E","1","E1883","E1879-E1961"
"1735","F","1","E1884","E1879-E1961"
"1736","G","1","E1885","E1879-E1961"
"1737","H","1","E1886","E1879-E1961"
"1738","A","2","E1887","E1879-E1961"
"1739","B","2","E1888","E1879-E1961"
"1740","C","2","E1889","E1879-E1961"
"1741","D","2","E1890","E1879-E1961"
"1742","E","2","E1891","E1879-E1961"
"1743","F","2","E1892","E1879-E1961"
"1744","G","2","E1893","E1879-E1961"
"1745","H","2","E1894","E1879-E1961"
"1746","A","3","E1895","E1879-E1961"
"1747","B","3","E1896","E1879-E1961"
"1748","C","3","E1897","E1879-E1961"
"1749","D","3","E1898","E1879-E1961"
"1750","E","3","E1899","E1879-E1961"
"1751","F","3","E1900","E1879-E1961"
"1752","G","3","E1901","E1879-E1961"
"1753","H","3","E1902","E1879-E1961"
"1754","A","4","E1903","E1879-E1961"
"1755","B","4","E1904","E1879-E1961"
"1756","C","4","E1905","E1879-E1961"
"1757","D","4","E1906","E1879-E1961"
"1758","E","4","E1907","E1879-E1961"
"1759","F","4","E1908","E1879-E1961"
"1760","G","4","E1909","E1879-E1961"
"1761","H","4","E1910","E1879-E1961"
"1762","A","5","E1911","E1879-E1961"
"1763","B","5","E1912","E1879-E1961"
"1764","C","5","E1913","E1879-E1961"
"1765","D","5","E1914","E1879-E1961"
"1766","E","5","E1915","E1879-E1961"
"1767","F","5","E1916","E1879-E1961"
"1768","G","5","E1917","E1879-E1961"
"1769","H","5","E1918","E1879-E1961"
"1770","A","6","E1919","E1879-E1961"
"1771","B","6","E1920","E1879-E1961"
"1772","C","6","E1921","E1879-E1961"
"1773","D","6","E1922","E1879-E1961"
"1774","E","6","E1923","E1879-E1961"
"1775","F","6","E1924","E1879-E1961"
"1776","G","6","E1925","E1879-E1961"
"1777","H","6","E1926","E1879-E1961"
"1778","A","7","E1927","E1879-E1961"
"1779","B","7","E1928","E1879-E1961"
"1780","C","7","E1929","E1879-E1961"
"1781","D","7","E1930","E1879-E1961"
"1782","E","7","E1931","E1879-E1961"
"1783","F","7","E1932","E1879-E1961"
"1784","G","7","E1933","E1879-E1961"
"1785","H","7","E1934","E1879-E1961"
"1786","A","8","E1935","E1879-E1961"
"1787","B","8","E1936","E1879-E1961"
"1788","C","8","E1937","E1879-E1961"
"1789","D","8","E1938","E1879-E1961"
"1790","E","8","E1939","E1879-E1961"
"1791","F","8","E1940","E1879-E1961"
"1792","G","8","E1941","E1879-E1961"
"1793","H","8","E1942","E1879-E1961"
"1794","A","9","E1943","E1879-E1961"
"1795","B","9","E1944","E1879-E1961"
"1796","C","9","E1945","E1879-E1961"
"1797","D","9","E1946","E1879-E1961"
"1798","E","9","E1947","E1879-E1961"
"1799","F","9","E1948","E1879-E1961"
"1800","G","9","E1949","E1879-E1961"
"1801","H","9","E1950","E1879-E1961"
"1802","A","10","E1951","E1879-E1961"
"1803","B","10","E1952","E1879-E1961"
"1804","C","10","E1953","E1879-E1961"
"1805","D","10","E1954","E1879-E1961"
"1806","E","10","E1955","E1879-E1961"
"1807","F","10","E1956","E1879-E1961"
"1808","G","10","E1957","E1879-E1961"
"1809","H","10","E1958","E1879-E1961"
"1810","A","11","E1959","E1879-E1961"
"1811","B","11","E1960","E1879-E1961"
"1812","C","11","E1961","E1879-E1961"
"1826","A","1","E1962","E1962-E2043"
"1827","B","1","E1963","E1962-E2043"
"1828","C","1","E1964","E1962-E2043"
"1829","D","1","E1965","E1962-E2043"
"1830","E","1","E1966","E1962-E2043"
"1831","F","1","E1967","E1962-E2043"
"1832","G","1","E1968","E1962-E2043"
"1833","H","1","E1969","E1962-E2043"
"1834","A","2","E1970","E1962-E2043"
"1835","B","2","E1971","E1962-E2043"
"1836","C","2","E1972","E1962-E2043"
"1837","D","2","E1973","E1962-E2043"
"1838","E","2","E1974","E1962-E2043"
"1839","F","2","E1975","E1962-E2043"
"1840","G","2","E1976","E1962-E2043"
"1841","H","2","E1977","E1962-E2043"
"1842","A","3","E1978","E1962-E2043"
"1843","B","3","E1979","E1962-E2043"
"1844","C","3","E1980","E1962-E2043"
"1845","D","3","E1981","E1962-E2043"
"1846","E","3","E1982","E1962-E2043"
"1847","F","3","E1983","E1962-E2043"
"1848","G","3","E1984","E1962-E2043"
"1849","H","3","E1985","E1962-E2043"
"1850","A","4","E1986","E1962-E2043"
"1851","B","4","E1987","E1962-E2043"
"1852","C","4","E1988","E1962-E2043"
"1853","D","4","E1989","E1962-E2043"
"1854","E","4","E1990","E1962-E2043"
"1855","F","4","E1991","E1962-E2043"
"1856","G","4","E1992","E1962-E2043"
"1857","H","4","E1993","E1962-E2043"
"1858","A","5","E1994","E1962-E2043"
"1859","B","5","E1995","E1962-E2043"
"1860","C","5","E1996","E1962-E2043"
"1861","D","5","E1997","E1962-E2043"
"1862","E","5","E1998","E1962-E2043"
"1863","F","5","E1999","E1962-E2043"
"1864","G","5","E2000","E1962-E2043"
"1865","H","5","E2001","E1962-E2043"
"1866","A","6","E2002","E1962-E2043"
"1867","B","6","E2003","E1962-E2043"
"1868","C","6","E2004","E1962-E2043"
"1869","D","6","E2005","E1962-E2043"
"1870","E","6","E2006","E1962-E2043"
"1871","F","6","E2007","E1962-E2043"
"1872","G","6","E2008","E1962-E2043"
"1873","H","6","E2009","E1962-E2043"
"1874","A","7","E2010","E1962-E2043"
"1875","B","7","E2011","E1962-E2043"
"1876","C","7","E2012","E1962-E2043"
"1877","D","7","E2013","E1962-E2043"
"1878","E","7","E2014","E1962-E2043"
"1879","F","7","E2015","E1962-E2043"
"1880","G","7","E2016","E1962-E2043"
"1881","H","7","E2017","E1962-E2043"
"1882","A","8","E2018","E1962-E2043"
"1883","B","8","E2019","E1962-E2043"
"1884","C","8","E2020","E1962-E2043"
"1885","D","8","E2021","E1962-E2043"
"1886","E","8","E2022","E1962-E2043"
"1887","F","8","E2023","E1962-E2043"
"1888","G","8","E2024","E1962-E2043"
"1889","H","8","E2025","E1962-E2043"
"1890","A","9","E2026","E1962-E2043"
"1891","B","9","E2027","E1962-E2043"
"1892","C","9","E2028","E1962-E2043"
"1893","D","9","E2029","E1962-E2043"
"1894","E","9","E2030","E1962-E2043"
"1895","F","9","E2031","E1962-E2043"
"1896","G","9","E2032","E1962-E2043"
"1897","H","9","E2033","E1962-E2043"
"1898","A","10","E2034","E1962-E2043"
"1899","B","10","E2035","E1962-E2043"
"1900","C","10","E2036","E1962-E2043"
"1901","D","10","E2037","E1962-E2043"
"1902","E","10","E2038","E1962-E2043"
"1903","F","10","E2039","E1962-E2043"
"1904","G","10","E2040","E1962-E2043"
"1905","H","10","E2041","E1962-E2043"
"1906","A","11","E2042","E1962-E2043"
"1907","B","11","E2043","E1962-E2043"
"1922","A","1","E2044","E2044-E2139"
"1923","B","1","E2045","E2044-E2139"
"1924","C","1","E2046","E2044-E2139"
"1925","D","1","E2047","E2044-E2139"
"1926","E","1","E2048","E2044-E2139"
"1927","F","1","E2049","E2044-E2139"
"1928","G","1","E2050","E2044-E2139"
"1929","H","1","E2051","E2044-E2139"
"1930","A","2","E2052","E2044-E2139"
"1931","B","2","E2053","E2044-E2139"
"1932","C","2","E2054","E2044-E2139"
"1933","D","2","E2055","E2044-E2139"
"1934","E","2","E2056","E2044-E2139"
"1935","F","2","E2057","E2044-E2139"
"1936","G","2","E2058","E2044-E2139"
"1937","H","2","E2059","E2044-E2139"
"1938","A","3","E2060","E2044-E2139"
"1939","B","3","E2061","E2044-E2139"
"1940","C","3","E2062","E2044-E2139"
"1941","D","3","E2063","E2044-E2139"
"1942","E","3","E2064","E2044-E2139"
"1943","F","3","E2065","E2044-E2139"
"1944","G","3","E2066","E2044-E2139"
"1945","H","3","E2067","E2044-E2139"
"1946","A","4","E2068","E2044-E2139"
"1947","B","4","E2069","E2044-E2139"
"1948","C","4","E2070","E2044-E2139"
"1949","D","4","E2071","E2044-E2139"
"1950","E","4","E2072","E2044-E2139"
"1951","F","4","E2073","E2044-E2139"
"1952","G","4","E2074","E2044-E2139"
"1953","H","4","E2075","E2044-E2139"
"1954","A","5","E2076","E2044-E2139"
"1955","B","5","E2077","E2044-E2139"
"1956","C","5","E2078","E2044-E2139"
"1957","D","5","E2079","E2044-E2139"
"1958","E","5","E2080","E2044-E2139"
"1959","F","5","E2081","E2044-E2139"
"1960","G","5","E2082","E2044-E2139"
"1961","H","5","E2083","E2044-E2139"
"1962","A","6","E2084","E2044-E2139"
"1963","B","6","E2085","E2044-E2139"
"1964","C","6","E2086","E2044-E2139"
"1965","D","6","E2087","E2044-E2139"
"1966","E","6","E2088","E2044-E2139"
"1967","F","6","E2089","E2044-E2139"
"1968","G","6","E2090","E2044-E2139"
"1969","H","6","E2091","E2044-E2139"
"1970","A","7","E2092","E2044-E2139"
"1971","B","7","E2093","E2044-E2139"
"1972","C","7","E2094","E2044-E2139"
"1973","D","7","E2095","E2044-E2139"
"1974","E","7","E2096","E2044-E2139"
"1975","F","7","E2097","E2044-E2139"
"1976","G","7","E2098","E2044-E2139"
"1977","H","7","E2099","E2044-E2139"
"1978","A","8","E2100","E2044-E2139"
"1979","B","8","E2101","E2044-E2139"
"1980","C","8","E2102","E2044-E2139"
"1981","D","8","E2103","E2044-E2139"
"1982","E","8","E2104","E2044-E2139"
"1983","F","8","E2105","E2044-E2139"
"1984","G","8","E2106","E2044-E2139"
"1985","H","8","E2107","E2044-E2139"
"1986","A","9","E2108","E2044-E2139"
"1987","B","9","E2109","E2044-E2139"
"1988","C","9","E2110","E2044-E2139"
"1989","D","9","E2111","E2044-E2139"
"1990","E","9","E2112","E2044-E2139"
"1991","F","9","E2113","E2044-E2139"
"1992","G","9","E2114","E2044-E2139"
"1993","H","9","E2115","E2044-E2139"
"1994","A","10","E2116","E2044-E2139"
"1995","B","10","E2117","E2044-E2139"
"1996","C","10","E2118","E2044-E2139"
"1997","D","10","E2119","E2044-E2139"
"1998","E","10","E2120","E2044-E2139"
"1999","F","10","E2121","E2044-E2139"
"2000","G","10","E2122","E2044-E2139"
"2001","H","10","E2123","E2044-E2139"
"2002","A","11","E2124","E2044-E2139"
"2003","B","11","E2125","E2044-E2139"
"2004","C","11","E2126","E2044-E2139"
"2005","D","11","E2127","E2044-E2139"
"2006","E","11","E2128","E2044-E2139"
"2007","F","11","E2129","E2044-E2139"
"2008","G","11","E2130","E2044-E2139"
"2009","H","11","E2131","E2044-E2139"
"2010","A","12","E2132","E2044-E2139"
"2011","B","12","E2133","E2044-E2139"
"2012","C","12","E2134","E2044-E2139"
"2013","D","12","E2135","E2044-E2139"
"2014","E","12","E2136","E2044-E2139"
"2015","F","12","E2137","E2044-E2139"
"2016","G","12","E2138","E2044-E2139"
"2017","H","12","E2139","E2044-E2139"
"2018","A","1","E2140","E2140-E2235"
"2019","B","1","E2141","E2140-E2235"
"2020","C","1","E2142","E2140-E2235"
"2021","D","1","E2143","E2140-E2235"
"2022","E","1","E2144","E2140-E2235"
"2023","F","1","E2145","E2140-E2235"
"2024","G","1","E2146","E2140-E2235"
"2025","H","1","E2147","E2140-E2235"
"2026","A","2","E2148","E2140-E2235"
"2027","B","2","E2149","E2140-E2235"
"2028","C","2","E2150","E2140-E2235"
"2029","D","2","E2151","E2140-E2235"
"2030","E","2","E2152","E2140-E2235"
"2031","F","2","E2153","E2140-E2235"
"2032","G","2","E2154","E2140-E2235"
"2033","H","2","E2155","E2140-E2235"
"2034","A","3","E2156","E2140-E2235"
"2035","B","3","E2157","E2140-E2235"
"2036","C","3","E2158","E2140-E2235"
"2037","D","3","E2159","E2140-E2235"
"2038","E","3","E2160","E2140-E2235"
"2039","F","3","E2161","E2140-E2235"
"2040","G","3","E2162","E2140-E2235"
"2041","H","3","E2163","E2140-E2235"
"2042","A","4","E2164","E2140-E2235"
"2043","B","4","E2165","E2140-E2235"
"2044","C","4","E2166","E2140-E2235"
"2045","D","4","E2167","E2140-E2235"
"2046","E","4","E2168","E2140-E2235"
"2047","F","4","E2169","E2140-E2235"
"2048","G","4","E2170","E2140-E2235"
"2049","H","4","E2171","E2140-E2235"
"2050","A","5","E2172","E2140-E2235"
"2051","B","5","E2173","E2140-E2235"
"2052","C","5","E2174","E2140-E2235"
"2053","D","5","E2175","E2140-E2235"
"2054","E","5","E2176","E2140-E2235"
"2055","F","5","E2177","E2140-E2235"
"2056","G","5","E2178","E2140-E2235"
"2057","H","5","E2179","E2140-E2235"
"2058","A","6","E2180","E2140-E2235"
"2059","B","6","E2181","E2140-E2235"
"2060","C","6","E2182","E2140-E2235"
"2061","D","6","E2183","E2140-E2235"
"2062","E","6","E2184","E2140-E2235"
"2063","F","6","E2185","E2140-E2235"
"2064","G","6","E2186","E2140-E2235"
"2065","H","6","E2187","E2140-E2235"
"2066","A","7","E2188","E2140-E2235"
"2067","B","7","E2189","E2140-E2235"
"2068","C","7","E2190","E2140-E2235"
"2069","D","7","E2191","E2140-E2235"
"2070","E","7","E2192","E2140-E2235"
"2071","F","7","E2193","E2140-E2235"
"2072","G","7","E2194","E2140-E2235"
"2073","H","7","E2195","E2140-E2235"
"2074","A","8","E2196","E2140-E2235"
"2075","B","8","E2197","E2140-E2235"
"2076","C","8","E2198","E2140-E2235"
"2077","D","8","E2199","E2140-E2235"
"2078","E","8","E2200","E2140-E2235"
"2079","F","8","E2201","E2140-E2235"
"2080","G","8","E2202","E2140-E2235"
"2081","H","8","E2203","E2140-E2235"
"2082","A","9","E2204","E2140-E2235"
"2083","B","9","E2205","E2140-E2235"
"2084","C","9","E2206","E2140-E2235"
"2085","D","9","E2207","E2140-E2235"
